frame_index,label
0,not_writing
1,not_writing
2,not_writing
3,not_writing
4,not_writing
5,not_writing
6,not_writing
7,not_writing
8,not_writing
9,not_writing
10,not_writing
11,not_writing
12,not_writing
13,not_writing
14,not_writing
15,not_writing
16,not_writing
17,not_writing
18,not_writing
19,not_writing
20,not_writing
21,not_writing
22,not_writing
23,not_writing
24,not_writing
25,not_writing
26,not_writing
27,not_writing
28,not_writing
29,not_writing
30,not_writing
31,not_writing
32,not_writing
33,not_writing
34,not_writing
35,not_writing
36,not_writing
37,not_writing
38,not_writing
39,not_writing
40,not_writing
41,not_writing
42,not_writing
43,not_writing
44,not_writing
45,not_writing
46,not_writing
47,not_writing
48,not_writing
49,not_writing
50,not_writing
51,not_writing
52,not_writing
53,not_writing
54,not_writing
55,not_writing
56,not_writing
57,not_writing
58,not_writing
59,writing
60,writing
61,writing
62,writing
63,writing
64,writing
65,writing
66,writing
67,writing
68,writing
69,writing
70,writing
71,writing
72,writing
73,writing
74,writing
75,writing
76,writing
77,writing
78,writing
79,writing
80,writing
81,writing
82,writing
83,writing
84,writing
85,writing
86,writing
87,writing
88,writing
89,writing
90,writing
91,writing
92,writing
93,writing
94,writing
95,writing
96,writing
97,writing
98,writing
99,writing
100,writing
101,writing
102,writing
103,writing
104,writing
105,writing
106,writing
107,writing
108,writing
109,writing
110,writing
111,writing
112,writing
113,writing
114,writing
115,writing
116,writing
117,writing
118,writing
119,writing
120,writing
121,writing
122,writing
123,writing
124,writing
125,writing
126,writing
127,writing
128,writing
129,writing
130,writing
131,writing
132,writing
133,writing
134,writing
135,writing
136,writing
137,writing
138,writing
139,writing
140,writing
141,writing
142,writing
143,writing
144,writing
145,writing
146,writing
147,writing
148,writing
149,writing
150,writing
151,writing
152,writing
153,writing
154,writing
155,writing
156,writing
157,writing
158,writing
159,writing
160,writing
161,writing
162,writing
163,writing
164,writing
165,writing
166,writing
167,writing
168,writing
169,writing
170,writing
171,writing
172,writing
173,writing
174,writing
175,writing
176,writing
177,writing
178,writing
179,writing
180,writing
181,writing
182,writing
183,writing
184,writing
185,writing
186,writing
187,writing
188,writing
189,writing
190,writing
191,writing
192,writing
193,writing
194,writing
195,writing
196,writing
197,writing
198,writing
199,writing
200,writing
201,writing
202,writing
203,writing
204,writing
205,writing
206,writing
207,writing
208,writing
209,writing
210,writing
211,writing
212,writing
213,writing
214,writing
215,writing
216,writing
217,writing
218,writing
219,writing
220,not_writing
221,not_writing
222,not_writing
223,not_writing
224,not_writing
225,not_writing
226,not_writing
227,not_writing
228,not_writing
229,not_writing
230,not_writing
231,not_writing
232,not_writing
233,not_writing
234,not_writing
235,not_writing
236,not_writing
237,not_writing
238,not_writing
239,not_writing
240,not_writing
241,not_writing
242,not_writing
243,not_writing
244,not_writing
245,not_writing
246,not_writing
247,not_writing
248,not_writing
249,not_writing
250,not_writing
251,not_writing
252,not_writing
253,not_writing
254,not_writing
255,not_writing
256,not_writing
257,not_writing
258,not_writing
259,not_writing
260,not_writing
261,not_writing
262,not_writing
263,not_writing
264,not_writing
265,not_writing
266,not_writing
267,not_writing
268,not_writing
269,not_writing
270,not_writing
271,not_writing
272,not_writing
273,not_writing
274,not_writing
275,not_writing
276,not_writing
277,not_writing
278,not_writing
279,not_writing
280,not_writing
281,not_writing
282,not_writing
283,not_writing
284,not_writing
285,not_writing
286,not_writing
287,not_writing
288,not_writing
289,not_writing
290,not_writing
291,not_writing
292,not_writing
293,not_writing
294,not_writing
295,not_writing
296,not_writing
297,not_writing
298,not_writing
299,not_writing
300,not_writing
301,not_writing
302,writing
303,writing
304,writing
305,writing
306,writing
307,writing
308,writing
309,writing
310,writing
311,writing
312,writing
313,writing
314,writing
315,writing
316,writing
317,writing
318,writing
319,writing
320,writing
321,writing
322,writing
323,writing
324,writing
325,writing
326,writing
327,writing
328,writing
329,writing
330,writing
331,writing
332,writing
333,writing
334,writing
335,writing
336,writing
337,writing
338,writing
339,writing
340,writing
341,writing
342,writing
343,writing
344,writing
345,writing
346,writing
347,writing
348,writing
349,writing
350,writing
351,writing
352,writing
353,writing
354,writing
355,writing
356,writing
357,writing
358,writing
359,writing
360,writing
361,writing
362,writing
363,writing
364,writing
365,writing
366,writing
367,writing
368,writing
369,writing
370,writing
371,writing
372,writing
373,writing
374,writing
375,writing
376,writing
377,writing
378,writing
379,writing
380,writing
381,writing
382,writing
383,writing
384,writing
385,writing
386,writing
387,writing
388,writing
389,writing
390,writing
391,writing
392,writing
393,writing
394,writing
395,writing
396,writing
397,writing
398,writing
399,writing
400,writing
401,writing
402,writing
403,writing
404,writing
405,writing
406,writing
407,writing
408,writing
409,writing
410,writing
411,writing
412,writing
413,writing
414,writing
415,writing
416,writing
417,writing
418,writing
419,writing
420,writing
421,writing
422,writing
423,writing
424,not_writing
425,not_writing
426,not_writing
427,not_writing
428,not_writing
429,not_writing
430,not_writing
431,not_writing
432,not_writing
433,not_writing
434,not_writing
435,not_writing
436,not_writing
437,not_writing
438,not_writing
439,not_writing
440,not_writing
441,not_writing
442,not_writing
443,not_writing
444,not_writing
445,not_writing
446,not_writing
447,not_writing
448,not_writing
449,not_writing
450,not_writing
451,not_writing
452,not_writing
453,not_writing
454,not_writing
455,not_writing
456,not_writing
457,not_writing
458,not_writing
459,not_writing
460,not_writing
461,not_writing
462,not_writing
463,not_writing
464,not_writing
465,not_writing
466,not_writing
467,not_writing
468,not_writing
469,not_writing
470,not_writing
471,not_writing
472,not_writing
473,not_writing
474,not_writing
475,not_writing
476,not_writing
477,not_writing
478,not_writing
479,not_writing
480,not_writing
481,not_writing
482,not_writing
483,not_writing
484,not_writing
485,not_writing
486,not_writing
487,not_writing
488,not_writing
489,not_writing
490,not_writing
491,not_writing
492,not_writing
493,not_writing
494,not_writing
495,not_writing
496,not_writing
497,not_writing
498,not_writing
499,not_writing
500,not_writing
501,not_writing
502,not_writing
503,not_writing
504,not_writing
505,not_writing
506,not_writing
507,not_writing
508,not_writing
509,not_writing
510,not_writing
511,not_writing
512,not_writing
513,not_writing
514,not_writing
515,not_writing
516,not_writing
517,not_writing
518,not_writing
519,not_writing
520,not_writing
521,not_writing
522,not_writing
523,not_writing
524,not_writing
525,not_writing
526,not_writing
527,not_writing
528,not_writing
529,not_writing
530,not_writing
531,not_writing
532,not_writing
533,not_writing
534,not_writing
535,not_writing
536,not_writing
537,not_writing
538,not_writing
539,not_writing
540,not_writing
541,not_writing
542,not_writing
543,not_writing
544,not_writing
545,not_writing
546,not_writing
547,not_writing
548,not_writing
549,not_writing
550,not_writing
551,not_writing
552,not_writing
553,not_writing
554,not_writing
555,not_writing
556,not_writing
557,not_writing
