frame_index,timestamp_ms,hand_detected,detection_confidence,tracking_confidence,l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z
0,0,True,0.999,0.999,0.49756,0.773103,0.0,0.536469,0.741572,-0.011691,0.559556,0.675376,-0.015876,0.559222,0.620185,-0.02121,0.546801,0.580998,-0.026145,0.535991,0.621463,-0.006208,0.5441,0.56317,-0.022521,0.548333,0.526055,-0.032484,0.553627,0.493009,-0.039265,0.508351,0.619784,-0.009905,0.530987,0.602214,-0.038616,0.532501,0.659967,-0.044068,0.527407,0.698369,-0.040777,0.481971,0.626848,-0.015854,0.507869,0.614094,-0.045969,0.511084,0.67272,-0.039847,0.505986,0.710165,-0.027147,0.454691,0.640548,-0.0228,0.483756,0.626769,-0.043359,0.490241,0.666465,-0.038071,0.485765,0.693718,-0.028929
1,33,True,0.9906,0.9906,0.499798,0.773181,-0.0,0.53792,0.738017,-0.012942,0.559095,0.670314,-0.017121,0.559818,0.612771,-0.02264,0.541236,0.577864,-0.028211,0.53168,0.62144,-0.007893,0.540382,0.559868,-0.02501,0.546994,0.522432,-0.033861,0.554624,0.488107,-0.038758,0.505966,0.622328,-0.010229,0.531289,0.60008,-0.042916,0.530952,0.657663,-0.04708,0.526083,0.699879,-0.040687,0.480877,0.629489,-0.015086,0.508855,0.615438,-0.046939,0.509431,0.671922,-0.039458,0.505299,0.710286,-0.024381,0.455172,0.642116,-0.021098,0.482715,0.624305,-0.041175,0.488948,0.65993,-0.035283,0.485486,0.686279,-0.024853
2,66,True,0.9897,0.9897,0.499616,0.772447,-0.0,0.538049,0.734342,-0.012753,0.558,0.667876,-0.016925,0.557958,0.61081,-0.022808,0.538874,0.575583,-0.028698,0.530312,0.619272,-0.005491,0.538648,0.558131,-0.022879,0.545308,0.521327,-0.032037,0.553113,0.487449,-0.036898,0.505029,0.620688,-0.007929,0.53055,0.597578,-0.040858,0.53064,0.654448,-0.045602,0.526756,0.697075,-0.039395,0.480184,0.627803,-0.013123,0.508615,0.613255,-0.045292,0.509487,0.669621,-0.038301,0.506424,0.709058,-0.023224,0.45446,0.640337,-0.019528,0.482549,0.62237,-0.039672,0.48896,0.657429,-0.034105,0.48587,0.684653,-0.023703
3,100,True,0.9887,0.9887,0.497154,0.77129,-0.0,0.535497,0.732293,-0.012653,0.555354,0.666395,-0.016649,0.555801,0.608624,-0.022444,0.537835,0.570551,-0.02823,0.529239,0.61843,-0.004452,0.536819,0.557349,-0.021174,0.542508,0.520146,-0.029697,0.549282,0.486055,-0.034095,0.504606,0.620732,-0.006866,0.52917,0.592687,-0.038966,0.529428,0.648672,-0.043599,0.525761,0.692108,-0.037372,0.479796,0.62763,-0.012068,0.506976,0.607833,-0.044246,0.508648,0.663956,-0.037461,0.506033,0.704844,-0.022395,0.453463,0.639223,-0.018369,0.479687,0.614297,-0.038654,0.486583,0.64923,-0.032841,0.484063,0.678855,-0.022244
4,133,True,0.9899,0.9899,0.496446,0.766432,-0.0,0.534062,0.726816,-0.010771,0.553494,0.663673,-0.014346,0.554429,0.60814,-0.020152,0.538341,0.569774,-0.026104,0.527755,0.615177,-0.002796,0.535063,0.554433,-0.018964,0.541002,0.517435,-0.027601,0.546788,0.483799,-0.032232,0.503582,0.617637,-0.006109,0.525912,0.588393,-0.036978,0.527176,0.643182,-0.04188,0.522483,0.685019,-0.036312,0.479034,0.624837,-0.011976,0.50355,0.602086,-0.04335,0.506412,0.657289,-0.036526,0.503005,0.697104,-0.021785,0.452266,0.636718,-0.018745,0.47649,0.609841,-0.038917,0.484563,0.645326,-0.032692,0.482249,0.675518,-0.021858
5,166,True,0.9914,0.9914,0.496156,0.761038,-0.0,0.533236,0.722102,-0.010782,0.552776,0.657615,-0.014229,0.553532,0.601499,-0.019703,0.536075,0.564371,-0.025384,0.5268,0.609993,-0.00293,0.534001,0.550721,-0.018382,0.539351,0.514462,-0.026437,0.544244,0.48197,-0.030759,0.502519,0.612455,-0.006162,0.523981,0.582333,-0.035969,0.52571,0.636235,-0.040358,0.521335,0.677517,-0.034691,0.477763,0.620116,-0.011901,0.501959,0.596665,-0.042638,0.505415,0.651414,-0.035844,0.502253,0.690921,-0.021401,0.450796,0.632673,-0.018499,0.474176,0.605104,-0.038461,0.482872,0.640717,-0.032295,0.481454,0.671258,-0.021693
6,200,True,0.9925,0.9925,0.495165,0.753845,-0.0,0.531568,0.715675,-0.010099,0.55111,0.650346,-0.013272,0.552294,0.594535,-0.018521,0.534014,0.559855,-0.024102,0.525351,0.603957,-0.002653,0.532221,0.545658,-0.017482,0.537918,0.510667,-0.025203,0.543093,0.47945,-0.029399,0.501274,0.606801,-0.006091,0.522196,0.577113,-0.035026,0.524012,0.630965,-0.03914,0.519288,0.671217,-0.033608,0.476658,0.614924,-0.011925,0.50024,0.59035,-0.042073,0.503993,0.644975,-0.035229,0.500464,0.68414,-0.021065,0.44946,0.62776,-0.018539,0.472131,0.599221,-0.038302,0.481448,0.634738,-0.032099,0.480435,0.665132,-0.021669
7,233,True,0.9926,0.9926,0.495177,0.746857,-0.0,0.530656,0.708988,-0.010006,0.549815,0.643631,-0.012805,0.55003,0.588723,-0.017589,0.533588,0.5526,-0.022582,0.52463,0.597713,-0.002325,0.530694,0.540376,-0.016957,0.535999,0.50589,-0.024515,0.540889,0.475064,-0.028524,0.500352,0.600807,-0.00574,0.520567,0.569812,-0.034222,0.522568,0.623409,-0.038144,0.518062,0.663622,-0.032512,0.475519,0.608899,-0.011578,0.498363,0.583692,-0.041632,0.502166,0.638436,-0.034891,0.498867,0.677895,-0.020721,0.448054,0.621283,-0.018165,0.470248,0.592273,-0.037959,0.479798,0.627934,-0.031781,0.479181,0.65875,-0.021312
8,266,True,0.9937,0.9937,0.494412,0.740761,-0.0,0.530004,0.704088,-0.010883,0.549351,0.637274,-0.01432,0.548879,0.580602,-0.019431,0.529454,0.546317,-0.024833,0.523741,0.591123,-0.00348,0.529714,0.53692,-0.018282,0.534894,0.503707,-0.025622,0.540177,0.474027,-0.029475,0.499248,0.594555,-0.006548,0.519585,0.563432,-0.034959,0.521348,0.618531,-0.038305,0.517297,0.659124,-0.032221,0.474428,0.603373,-0.012113,0.497576,0.578676,-0.042651,0.501867,0.634297,-0.035803,0.499281,0.673588,-0.021493,0.447238,0.616577,-0.018409,0.46998,0.587158,-0.038419,0.47917,0.62284,-0.032221,0.478235,0.65297,-0.021862
9,300,True,0.9932,0.9932,0.493939,0.737208,-0.0,0.530248,0.702492,-0.012248,0.549342,0.634454,-0.015803,0.547451,0.576959,-0.020875,0.526476,0.543469,-0.026222,0.522437,0.58873,-0.003319,0.527833,0.535206,-0.018272,0.532665,0.501742,-0.025912,0.537926,0.471791,-0.030114,0.497829,0.592376,-0.005869,0.518044,0.561637,-0.035044,0.520284,0.617176,-0.039007,0.516852,0.658512,-0.033153,0.473269,0.601565,-0.011117,0.496126,0.576605,-0.042284,0.500923,0.63191,-0.035939,0.498679,0.671613,-0.021794,0.446547,0.614933,-0.017223,0.469073,0.584407,-0.037738,0.478198,0.618921,-0.03206,0.477067,0.648824,-0.022035
