frame_index,label
0,not_writing
1,not_writing
2,not_writing
3,not_writing
4,not_writing
5,not_writing
6,not_writing
7,not_writing
8,not_writing
9,not_writing
10,not_writing
11,not_writing
12,not_writing
13,not_writing
14,not_writing
15,not_writing
16,not_writing
17,not_writing
18,not_writing
19,not_writing
20,not_writing
21,not_writing
22,not_writing
23,not_writing
24,not_writing
25,not_writing
26,not_writing
27,not_writing
28,not_writing
29,not_writing
30,not_writing
31,not_writing
32,not_writing
33,not_writing
34,not_writing
35,not_writing
36,not_writing
37,not_writing
38,not_writing
39,not_writing
40,not_writing
41,not_writing
42,not_writing
43,not_writing
44,not_writing
45,not_writing
46,not_writing
47,not_writing
48,not_writing
49,not_writing
50,not_writing
51,not_writing
52,not_writing
53,not_writing
54,not_writing
55,not_writing
56,not_writing
57,not_writing
58,not_writing
59,not_writing
60,writing
61,writing
62,writing
63,writing
64,writing
65,writing
66,writing
67,writing
68,writing
69,writing
70,writing
71,writing
72,writing
73,writing
74,writing
75,writing
76,writing
77,writing
78,writing
79,writing
80,writing
81,writing
82,writing
83,writing
84,writing
85,writing
86,writing
87,writing
88,writing
89,writing
90,writing
91,writing
92,writing
93,writing
94,writing
95,writing
96,writing
97,writing
98,writing
99,writing
100,writing
101,writing
102,writing
103,writing
104,writing
105,writing
106,writing
107,writing
108,writing
109,writing
110,writing
111,writing
112,writing
113,not_writing
114,not_writing
115,not_writing
116,not_writing
117,not_writing
118,not_writing
119,not_writing
120,not_writing
121,writing
122,writing
123,writing
124,writing
125,writing
126,writing
127,writing
128,writing
129,writing
130,writing
131,writing
132,writing
133,writing
134,writing
135,writing
136,writing
137,writing
138,writing
139,writing
140,writing
141,writing
142,writing
143,writing
144,writing
145,writing
146,writing
147,writing
148,writing
149,writing
150,writing
151,writing
152,not_writing
153,not_writing
154,not_writing
155,not_writing
156,not_writing
157,not_writing
158,not_writing
159,not_writing
160,writing
161,writing
162,writing
163,writing
164,writing
165,writing
166,writing
167,writing
168,writing
169,writing
170,writing
171,writing
172,writing
173,writing
174,writing
175,writing
176,writing
177,writing
178,writing
179,writing
180,writing
181,writing
182,writing
183,writing
184,writing
185,writing
186,writing
187,writing
188,writing
189,not_writing
190,not_writing
191,not_writing
192,not_writing
193,not_writing
194,not_writing
195,not_writing
196,not_writing
197,not_writing
198,not_writing
199,not_writing
200,not_writing
201,not_writing
202,writing
203,writing
204,writing
205,writing
206,writing
207,writing
208,writing
209,writing
210,writing
211,writing
212,writing
213,writing
214,writing
215,writing
216,writing
217,writing
218,writing
219,writing
220,writing
221,writing
222,writing
223,writing
224,writing
225,writing
226,writing
227,writing
228,writing
229,writing
230,writing
231,writing
232,writing
233,writing
234,writing
235,not_writing
236,not_writing
237,not_writing
238,not_writing
239,not_writing
240,not_writing
241,not_writing
242,not_writing
243,not_writing
244,not_writing
245,not_writing
246,not_writing
247,not_writing
248,not_writing
249,not_writing
250,not_writing
251,not_writing
252,writing
253,writing
254,writing
255,writing
256,writing
257,writing
258,writing
259,writing
260,writing
261,writing
262,writing
263,writing
264,writing
265,writing
266,writing
267,writing
268,writing
269,writing
270,writing
271,writing
272,writing
273,writing
274,writing
275,writing
276,writing
277,writing
278,writing
279,writing
280,writing
281,writing
282,writing
283,writing
284,writing
285,writing
286,writing
287,writing
288,writing
289,writing
290,writing
291,writing
292,writing
293,writing
294,writing
295,writing
296,writing
297,writing
298,writing
299,writing
300,writing
301,writing
302,writing
303,writing
304,writing
305,writing
306,writing
307,writing
308,writing
309,writing
310,writing
311,writing
312,writing
313,writing
314,writing
315,writing
316,writing
317,writing
318,writing
319,writing
320,writing
321,writing
322,writing
323,writing
324,writing
325,writing
326,writing
327,writing
328,writing
329,not_writing
330,not_writing
331,not_writing
332,not_writing
333,not_writing
334,not_writing
335,not_writing
336,not_writing
337,not_writing
338,not_writing
339,not_writing
340,not_writing
341,not_writing
342,not_writing
343,not_writing
344,not_writing
345,not_writing
346,not_writing
347,not_writing
348,not_writing
349,not_writing
350,not_writing
351,not_writing
352,not_writing
353,not_writing
354,not_writing
355,not_writing
356,not_writing
357,not_writing
358,not_writing
359,not_writing
360,not_writing
361,not_writing
362,not_writing
363,not_writing
364,not_writing
365,not_writing
366,not_writing
367,not_writing
368,not_writing
369,not_writing
370,not_writing
371,not_writing
372,not_writing
373,not_writing
374,not_writing
375,not_writing
376,not_writing
377,not_writing
378,not_writing
379,not_writing
380,not_writing
381,not_writing
382,not_writing
383,not_writing
384,not_writing
385,not_writing
386,not_writing
387,not_writing
388,not_writing
389,not_writing
390,not_writing
391,not_writing
392,not_writing
393,not_writing
394,not_writing
395,not_writing
396,not_writing
397,not_writing
398,not_writing
399,not_writing
400,not_writing
401,not_writing
402,not_writing
403,not_writing
404,not_writing
405,not_writing
406,not_writing
407,not_writing
408,not_writing
409,not_writing
410,not_writing
411,not_writing
412,not_writing
413,not_writing
414,not_writing
415,not_writing
416,not_writing
417,not_writing
418,not_writing
419,not_writing
420,not_writing
421,not_writing
422,not_writing
423,not_writing
424,not_writing
425,not_writing
426,not_writing
427,not_writing
428,not_writing
429,not_writing
430,not_writing
431,not_writing
432,not_writing
433,not_writing
434,not_writing
435,not_writing
436,not_writing
437,not_writing
438,not_writing
439,not_writing
440,not_writing
441,not_writing
442,not_writing
443,not_writing
444,not_writing
445,not_writing
446,not_writing
447,not_writing
448,not_writing
449,not_writing
450,not_writing
451,not_writing
452,not_writing
453,not_writing
454,not_writing
455,not_writing
456,not_writing
457,not_writing
458,writing
459,writing
460,writing
461,writing
462,writing
463,writing
464,writing
465,writing
466,writing
467,writing
468,writing
469,writing
470,writing
471,writing
472,writing
473,writing
474,writing
475,writing
476,writing
477,writing
478,writing
479,writing
480,writing
481,writing
482,writing
483,writing
484,writing
485,writing
486,writing
487,writing
488,writing
489,writing
490,writing
491,writing
492,writing
493,writing
494,writing
495,writing
496,writing
497,writing
498,writing
499,writing
500,writing
501,writing
502,writing
503,writing
504,writing
505,writing
506,writing
507,writing
508,writing
509,writing
510,writing
511,writing
512,writing
513,writing
514,writing
515,writing
516,writing
517,writing
518,writing
519,writing
520,writing
521,writing
522,writing
523,writing
524,writing
525,writing
526,writing
527,writing
528,writing
529,writing
530,writing
531,writing
532,writing
533,writing
534,writing
535,writing
536,writing
537,writing
538,writing
539,writing
540,writing
541,writing
542,writing
543,writing
544,writing
545,writing
546,writing
547,writing
548,writing
549,writing
550,writing
551,writing
552,writing
553,writing
554,writing
555,writing
556,writing
557,writing
558,writing
559,writing
560,writing
561,writing
562,writing
563,writing
564,writing
565,writing
566,writing
567,writing
568,writing
569,writing
570,writing
571,writing
572,writing
573,writing
