frame_index,timestamp_ms,hand_detected,detection_confidence,tracking_confidence,l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z
0,0,True,0.9995,0.9995,0.22745,0.636163,0.0,0.293856,0.628514,-0.020854,0.358096,0.566292,-0.02779,0.396816,0.499753,-0.035522,0.424151,0.446714,-0.043447,0.329148,0.458344,-0.015423,0.356209,0.367081,-0.035579,0.379411,0.313154,-0.049407,0.395713,0.265382,-0.060561,0.296947,0.451891,-0.01979,0.33138,0.396561,-0.05477,0.33612,0.466902,-0.069061,0.327482,0.514748,-0.072449,0.259237,0.45485,-0.026752,0.296007,0.396044,-0.06683,0.300848,0.474427,-0.067839,0.291576,0.525505,-0.05934,0.214895,0.461716,-0.034937,0.249291,0.425995,-0.06901,0.264138,0.484214,-0.072223,0.262811,0.528168,-0.068065
1,33,True,0.9991,0.9991,0.231471,0.638182,0.0,0.293427,0.623355,-0.024471,0.352573,0.561181,-0.03809,0.386713,0.496096,-0.053298,0.417992,0.442394,-0.068313,0.31975,0.435707,-0.013827,0.349177,0.356339,-0.038955,0.371111,0.304071,-0.053266,0.384849,0.256692,-0.062687,0.286263,0.428711,-0.016827,0.32498,0.385103,-0.06089,0.324141,0.467463,-0.071024,0.310481,0.515326,-0.066439,0.249548,0.432894,-0.023416,0.288023,0.385157,-0.072448,0.29285,0.472431,-0.064541,0.281906,0.523786,-0.04517,0.205573,0.445338,-0.031361,0.243409,0.414732,-0.06964,0.259724,0.478572,-0.065006,0.257816,0.522994,-0.051341
2,66,True,0.9989,0.9989,0.23022,0.632523,0.0,0.292338,0.617407,-0.024915,0.352962,0.55267,-0.039465,0.384507,0.486974,-0.055336,0.413884,0.429046,-0.071102,0.31935,0.427291,-0.015424,0.349403,0.344773,-0.041933,0.371637,0.295419,-0.057131,0.387557,0.251224,-0.066667,0.286449,0.421012,-0.01841,0.327058,0.380506,-0.063025,0.324896,0.465087,-0.072329,0.309666,0.513744,-0.067286,0.249583,0.42704,-0.025181,0.287876,0.383562,-0.07364,0.290591,0.470225,-0.063591,0.278436,0.519443,-0.043033,0.205528,0.441648,-0.033421,0.242206,0.405247,-0.069171,0.258826,0.467352,-0.061086,0.255962,0.511153,-0.045369
3,100,True,0.9987,0.9987,0.228472,0.630693,0.0,0.290745,0.614068,-0.024263,0.351391,0.547335,-0.037761,0.382899,0.479654,-0.052473,0.41265,0.422955,-0.067037,0.318212,0.423743,-0.014926,0.348248,0.340026,-0.04084,0.369119,0.29123,-0.05508,0.383977,0.247048,-0.06408,0.285293,0.417867,-0.017909,0.326609,0.374021,-0.062863,0.324833,0.459289,-0.072086,0.310333,0.509368,-0.066767,0.248556,0.424061,-0.024573,0.28671,0.378212,-0.073482,0.289048,0.4661,-0.063485,0.277117,0.515832,-0.042751,0.20486,0.438605,-0.032545,0.241063,0.400255,-0.068472,0.255962,0.463169,-0.06045,0.251973,0.50668,-0.044798
4,133,True,0.9985,0.9985,0.228876,0.629081,0.0,0.290851,0.611801,-0.024792,0.351485,0.5448,-0.038392,0.382872,0.476351,-0.053244,0.413127,0.420293,-0.067836,0.318652,0.419147,-0.014682,0.348802,0.335646,-0.040873,0.368532,0.287228,-0.055334,0.38292,0.242388,-0.064562,0.285171,0.412444,-0.017369,0.326145,0.370826,-0.06267,0.323355,0.456965,-0.07197,0.309215,0.507006,-0.066725,0.248322,0.418232,-0.023863,0.286454,0.374599,-0.072762,0.287909,0.462662,-0.062854,0.276706,0.512775,-0.042207,0.204885,0.432786,-0.031799,0.241242,0.396108,-0.067522,0.255796,0.45908,-0.059789,0.252674,0.502653,-0.044353
5,166,True,0.998,0.998,0.231126,0.626999,0.0,0.292933,0.60916,-0.026078,0.35316,0.542871,-0.04044,0.384506,0.475428,-0.055915,0.414753,0.420213,-0.071013,0.321206,0.414838,-0.015438,0.351747,0.331051,-0.042247,0.370461,0.282163,-0.057314,0.384,0.236568,-0.066883,0.287266,0.407752,-0.017607,0.327128,0.366587,-0.063767,0.324654,0.453228,-0.073526,0.311327,0.504989,-0.068433,0.249877,0.41325,-0.023738,0.287559,0.370313,-0.072884,0.288936,0.458185,-0.063146,0.278217,0.509495,-0.042499,0.206277,0.427738,-0.031496,0.242838,0.391367,-0.067093,0.256828,0.454346,-0.05938,0.253468,0.498409,-0.043893
6,200,True,0.9976,0.9976,0.234488,0.624758,0.0,0.296841,0.605442,-0.026563,0.356114,0.539305,-0.041372,0.38557,0.470771,-0.057356,0.415332,0.415463,-0.072905,0.32545,0.41264,-0.015693,0.355298,0.328183,-0.04255,0.372673,0.278618,-0.057721,0.385249,0.233288,-0.067266,0.291157,0.405543,-0.017388,0.32929,0.364608,-0.063195,0.326656,0.449298,-0.07289,0.313362,0.501124,-0.067909,0.253545,0.411042,-0.023101,0.290013,0.366823,-0.071511,0.291233,0.45322,-0.061769,0.28046,0.505615,-0.04131,0.209383,0.425582,-0.030566,0.24542,0.388496,-0.065661,0.259469,0.449704,-0.058218,0.256299,0.493903,-0.042969
7,233,True,0.9979,0.9979,0.237669,0.622367,0.0,0.299427,0.603695,-0.025267,0.360063,0.537258,-0.039486,0.389261,0.469149,-0.054747,0.418211,0.414821,-0.069545,0.32991,0.409786,-0.015784,0.35893,0.325293,-0.042037,0.376131,0.276023,-0.057155,0.388055,0.230746,-0.06682,0.295984,0.403045,-0.017852,0.333625,0.361355,-0.061696,0.331123,0.44558,-0.070833,0.317365,0.494474,-0.066219,0.259195,0.408787,-0.023653,0.295173,0.36383,-0.070156,0.296697,0.449675,-0.059703,0.285738,0.499323,-0.039623,0.215778,0.423352,-0.0311,0.251091,0.386088,-0.064552,0.26392,0.447337,-0.056164,0.259727,0.489612,-0.040868
8,266,True,0.9976,0.9976,0.241046,0.622975,0.0,0.304162,0.601766,-0.025187,0.363985,0.536117,-0.039252,0.392746,0.46833,-0.054338,0.421652,0.412975,-0.069034,0.334021,0.408692,-0.014918,0.362609,0.326548,-0.040022,0.380104,0.276963,-0.054752,0.393142,0.230925,-0.064434,0.300047,0.401477,-0.016933,0.337302,0.360528,-0.05941,0.33482,0.442312,-0.068736,0.320983,0.491021,-0.064516,0.263204,0.407114,-0.022629,0.298489,0.364406,-0.06787,0.300532,0.447239,-0.058387,0.289929,0.495778,-0.039267,0.219982,0.421615,-0.029969,0.255096,0.384539,-0.062545,0.268618,0.444556,-0.054513,0.264525,0.487164,-0.039636
9,300,True,0.9974,0.9974,0.244826,0.620997,0.0,0.308612,0.600738,-0.025958,0.367965,0.537165,-0.040692,0.39668,0.469874,-0.056552,0.425931,0.415218,-0.071938,0.339117,0.409505,-0.014815,0.365928,0.326384,-0.039959,0.38355,0.276184,-0.054695,0.39742,0.229715,-0.064383,0.305481,0.401961,-0.016518,0.342975,0.361654,-0.060083,0.338884,0.443009,-0.069897,0.323444,0.492776,-0.065604,0.269114,0.406781,-0.022021,0.304856,0.364109,-0.068118,0.305987,0.446948,-0.059114,0.294968,0.497225,-0.039925,0.226065,0.420038,-0.029262,0.262252,0.38455,-0.062593,0.274626,0.444903,-0.055373,0.269948,0.488089,-0.040844
10,333,True,0.9978,0.9978,0.24996,0.619189,0.0,0.311829,0.601162,-0.024866,0.370448,0.536806,-0.038751,0.400801,0.470436,-0.053795,0.431117,0.416459,-0.068394,0.343605,0.407594,-0.013537,0.370404,0.324864,-0.037439,0.38818,0.274888,-0.051396,0.401295,0.228913,-0.060808,0.310915,0.400251,-0.015607,0.349039,0.357702,-0.057949,0.347559,0.438324,-0.068032,0.332424,0.488151,-0.064313,0.274759,0.405545,-0.021274,0.311198,0.36234,-0.067112,0.313165,0.445607,-0.058841,0.301308,0.495579,-0.040378,0.231627,0.419688,-0.028465,0.267894,0.384939,-0.062365,0.280285,0.445728,-0.055805,0.274566,0.488833,-0.041876
