frame_index,timestamp_ms,hand_detected,detection_confidence,tracking_confidence,l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z
0,0,True,0.9942,0.9942,0.716912,0.733944,-0.0,0.676919,0.702201,-0.026663,0.647054,0.652169,-0.045741,0.658852,0.612099,-0.063624,0.691255,0.593143,-0.079013,0.683611,0.547006,-0.031182,0.687712,0.479962,-0.054856,0.691581,0.434966,-0.070067,0.696503,0.401031,-0.080692,0.724461,0.54444,-0.030112,0.717284,0.580812,-0.064172,0.703011,0.636396,-0.072001,0.690286,0.676142,-0.070311,0.756531,0.56576,-0.032009,0.742845,0.61151,-0.060238,0.724519,0.654376,-0.054139,0.71125,0.683766,-0.043333,0.782708,0.597463,-0.037381,0.770105,0.632395,-0.056515,0.7501,0.664079,-0.053411,0.736064,0.684317,-0.045539
1,33,True,0.992,0.992,0.713118,0.728898,-0.0,0.676163,0.700716,-0.018756,0.645579,0.649857,-0.033155,0.658906,0.610548,-0.047913,0.69425,0.593826,-0.061935,0.684153,0.54424,-0.026069,0.687982,0.477202,-0.046674,0.692667,0.434265,-0.060273,0.697109,0.397351,-0.071012,0.723466,0.539831,-0.028793,0.715955,0.573073,-0.061121,0.700867,0.628547,-0.068032,0.692735,0.664118,-0.06624,0.753943,0.559305,-0.033577,0.737625,0.609563,-0.059903,0.718001,0.655535,-0.052971,0.708767,0.67991,-0.042347,0.778817,0.589863,-0.041139,0.762873,0.63272,-0.058147,0.743614,0.66645,-0.053901,0.734408,0.681455,-0.045757
2,66,True,0.9925,0.9925,0.713778,0.726938,-0.0,0.676087,0.69912,-0.019235,0.646164,0.648186,-0.033841,0.660223,0.609315,-0.048489,0.694807,0.59216,-0.062289,0.683543,0.5423,-0.027428,0.688071,0.475077,-0.048739,0.693188,0.431677,-0.062897,0.697918,0.393756,-0.073992,0.722688,0.538716,-0.029946,0.716526,0.569902,-0.062336,0.701438,0.624722,-0.069348,0.693123,0.658173,-0.067728,0.753233,0.558307,-0.034487,0.737808,0.608695,-0.060879,0.717682,0.653758,-0.053994,0.70808,0.675992,-0.043548,0.778007,0.588901,-0.0418,0.76203,0.632256,-0.059076,0.741452,0.666714,-0.05472,0.73077,0.681275,-0.046521
3,100,True,0.993,0.993,0.714094,0.725838,-0.0,0.676486,0.69815,-0.019041,0.646722,0.64678,-0.033437,0.661625,0.608212,-0.047906,0.696467,0.591995,-0.061582,0.683208,0.541598,-0.027352,0.688982,0.473294,-0.048987,0.694687,0.429799,-0.0633,0.699794,0.391583,-0.074503,0.722267,0.538392,-0.030046,0.717434,0.565911,-0.063061,0.701989,0.620134,-0.070364,0.693117,0.653249,-0.06872,0.752945,0.557286,-0.034759,0.738059,0.607348,-0.06129,0.717734,0.652083,-0.054723,0.707786,0.673486,-0.044429,0.777703,0.586928,-0.042259,0.761374,0.631937,-0.059499,0.74066,0.666821,-0.055421,0.730054,0.680979,-0.047463
4,133,True,0.9921,0.9921,0.713616,0.72458,-0.0,0.677163,0.69726,-0.017277,0.647022,0.644348,-0.030133,0.662353,0.606399,-0.043489,0.698098,0.59273,-0.056275,0.684202,0.540392,-0.025119,0.691144,0.473181,-0.045242,0.697819,0.430866,-0.058312,0.703825,0.393858,-0.068719,0.723049,0.53651,-0.02819,0.719519,0.56664,-0.059264,0.703639,0.619059,-0.066138,0.694266,0.651379,-0.064603,0.753679,0.555482,-0.033135,0.740294,0.609254,-0.05869,0.719231,0.653002,-0.053266,0.708416,0.674174,-0.044039,0.778528,0.585529,-0.040623,0.763189,0.633249,-0.05786,0.742009,0.668018,-0.054881,0.730353,0.682277,-0.047873
5,166,True,0.9912,0.9912,0.714574,0.726589,-0.0,0.678754,0.697284,-0.016712,0.649018,0.644807,-0.029656,0.66515,0.606766,-0.043305,0.700914,0.594482,-0.056442,0.68555,0.540947,-0.024307,0.693414,0.476429,-0.044018,0.701125,0.435469,-0.057252,0.707426,0.399479,-0.067737,0.723759,0.538025,-0.027768,0.722399,0.563098,-0.059047,0.707614,0.613375,-0.067242,0.696983,0.647993,-0.066226,0.754381,0.556586,-0.032892,0.742854,0.608294,-0.058157,0.721638,0.650681,-0.05415,0.708783,0.674409,-0.045584,0.779445,0.58646,-0.040484,0.765108,0.632177,-0.057075,0.743217,0.665559,-0.054628,0.72948,0.681534,-0.048002
6,200,True,0.9908,0.9908,0.714493,0.727527,-0.0,0.67896,0.697478,-0.015058,0.650009,0.643775,-0.026525,0.668127,0.607936,-0.038885,0.704998,0.598743,-0.050643,0.68667,0.541289,-0.021939,0.696581,0.480646,-0.040117,0.705479,0.442473,-0.052555,0.712918,0.408776,-0.062696,0.725213,0.53816,-0.025511,0.726247,0.566263,-0.054569,0.711817,0.614112,-0.062305,0.701079,0.647313,-0.061636,0.756011,0.556808,-0.030665,0.746165,0.61017,-0.053521,0.724007,0.650886,-0.050074,0.710239,0.673932,-0.042648,0.781109,0.586971,-0.038223,0.767633,0.635247,-0.0532,0.744219,0.666728,-0.051726,0.729039,0.680905,-0.046406
7,233,True,0.9935,0.9935,0.716662,0.730061,-0.0,0.679746,0.700174,-0.016053,0.650968,0.647529,-0.027504,0.671207,0.613928,-0.039554,0.70891,0.604386,-0.050693,0.685697,0.545368,-0.018505,0.696665,0.491884,-0.035778,0.706425,0.45842,-0.047925,0.715178,0.42804,-0.058017,0.724507,0.54252,-0.021485,0.727451,0.564211,-0.050427,0.714299,0.615982,-0.058075,0.704126,0.651656,-0.056949,0.756158,0.559581,-0.026515,0.750495,0.605719,-0.04985,0.728197,0.650173,-0.046528,0.713302,0.674383,-0.038758,0.782329,0.588188,-0.033956,0.773571,0.631012,-0.048795,0.750668,0.664361,-0.047347,0.734616,0.679157,-0.042169
8,266,True,0.9942,0.9942,0.71559,0.734412,-0.0,0.679198,0.702279,-0.017255,0.650926,0.655331,-0.030473,0.671693,0.621666,-0.044397,0.710155,0.611227,-0.057521,0.682151,0.557517,-0.014844,0.690506,0.512509,-0.034598,0.701682,0.4866,-0.049324,0.712592,0.461474,-0.060587,0.721114,0.555627,-0.018327,0.72558,0.557571,-0.05009,0.716496,0.61429,-0.059681,0.70726,0.655077,-0.05858,0.753908,0.570103,-0.024492,0.755175,0.597164,-0.052071,0.735319,0.648075,-0.049752,0.718914,0.680004,-0.040582,0.781103,0.596023,-0.032872,0.781001,0.62455,-0.049885,0.759962,0.661669,-0.047909,0.741952,0.682834,-0.041542
9,300,True,0.9929,0.9929,0.717141,0.736713,-0.0,0.681322,0.705478,-0.020314,0.652586,0.662493,-0.0359,0.673416,0.632856,-0.051563,0.7143,0.628336,-0.06596,0.681303,0.572336,-0.01463,0.686446,0.534049,-0.037814,0.69941,0.518611,-0.054765,0.713832,0.50438,-0.066774,0.717932,0.572299,-0.017824,0.723417,0.551541,-0.051372,0.717269,0.610272,-0.060634,0.710293,0.647877,-0.058799,0.749007,0.58562,-0.024732,0.756037,0.58591,-0.055184,0.74167,0.640591,-0.051332,0.727626,0.67067,-0.040083,0.775514,0.610578,-0.033939,0.783454,0.61593,-0.05235,0.76804,0.65224,-0.04849,0.752275,0.671004,-0.04062
