frame_index,timestamp_ms,hand_detected,detection_confidence,tracking_confidence,l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z
0,0,True,0.9989,0.9989,0.694879,0.742784,-0.0,0.664714,0.696142,0.017302,0.632426,0.653399,0.019768,0.613911,0.622455,0.017765,0.611899,0.597088,0.011024,0.601156,0.613682,0.004317,0.545659,0.62672,0.000144,0.51094,0.641907,-0.006102,0.486532,0.655921,-0.010881,0.601685,0.620067,-0.00829,0.539767,0.663626,-0.011122,0.528803,0.701019,-0.01716,0.524168,0.73441,-0.02327,0.604513,0.639427,-0.018483,0.547261,0.689119,-0.022056,0.545339,0.727176,-0.028095,0.546836,0.755313,-0.034035,0.605644,0.67057,-0.026861,0.562425,0.708588,-0.032276,0.552994,0.736972,-0.034852,0.545024,0.761847,-0.037064
1,33,True,0.9965,0.9965,0.682626,0.752847,-0.0,0.649972,0.709327,0.024415,0.618697,0.667847,0.029105,0.59567,0.641125,0.026698,0.580389,0.622724,0.021576,0.594016,0.61421,0.013103,0.537586,0.617837,0.006485,0.504865,0.625868,0.001078,0.47701,0.633885,-0.002879,0.59876,0.619916,-0.003995,0.52881,0.670675,-0.012553,0.517936,0.717437,-0.016587,0.518802,0.754872,-0.019538,0.603802,0.640348,-0.019378,0.539375,0.693518,-0.025255,0.531092,0.739132,-0.026129,0.532063,0.771744,-0.027478,0.607806,0.668708,-0.032903,0.561303,0.709272,-0.036907,0.550151,0.739568,-0.038097,0.545169,0.763933,-0.03898
2,66,True,0.9946,0.9946,0.686501,0.752956,-0.0,0.656953,0.703399,0.024201,0.625273,0.664247,0.029267,0.603208,0.637576,0.026979,0.593011,0.616871,0.021661,0.594856,0.613441,0.014361,0.537072,0.617634,0.007631,0.504081,0.625569,0.001674,0.475157,0.631835,-0.002858,0.598042,0.619225,-0.00198,0.52855,0.666445,-0.010335,0.519036,0.715018,-0.014169,0.520477,0.751509,-0.017101,0.601826,0.640631,-0.016729,0.53835,0.691102,-0.022744,0.532125,0.737857,-0.023825,0.534314,0.770473,-0.025259,0.604926,0.671111,-0.02964,0.559171,0.711297,-0.032836,0.549839,0.739586,-0.033741,0.545572,0.762093,-0.034665
3,100,True,0.9951,0.9951,0.686266,0.755044,-0.0,0.654761,0.70923,0.022741,0.62449,0.668093,0.026483,0.606911,0.635182,0.022887,0.602056,0.606273,0.016433,0.595062,0.612997,0.013235,0.537447,0.616531,0.005126,0.505,0.624047,-0.00156,0.476549,0.631249,-0.006302,0.598753,0.618664,-0.002992,0.528427,0.665525,-0.013241,0.519133,0.713734,-0.018052,0.520792,0.751288,-0.021067,0.602794,0.639843,-0.017839,0.537142,0.688752,-0.025909,0.52984,0.735141,-0.027592,0.531417,0.769183,-0.028533,0.605162,0.670365,-0.030905,0.557855,0.708634,-0.035179,0.548421,0.735595,-0.036311,0.544347,0.758007,-0.036896
4,133,True,0.9951,0.9951,0.687021,0.754337,-0.0,0.653256,0.710153,0.025257,0.621592,0.672209,0.030405,0.600637,0.644641,0.027933,0.590874,0.622391,0.022468,0.594286,0.614294,0.015414,0.53611,0.617397,0.008313,0.503708,0.62479,0.002004,0.475232,0.631033,-0.00257,0.598616,0.619079,-0.001578,0.52828,0.666772,-0.010564,0.518408,0.715734,-0.015068,0.519891,0.75326,-0.018186,0.602995,0.639782,-0.016904,0.537318,0.689747,-0.023639,0.530383,0.737383,-0.024978,0.532528,0.771181,-0.026147,0.605678,0.669596,-0.030262,0.558409,0.708653,-0.033801,0.549588,0.736746,-0.034488,0.546344,0.759357,-0.034921
5,166,True,0.9956,0.9956,0.686691,0.755064,-0.0,0.654194,0.709988,0.023966,0.62338,0.670648,0.028314,0.603921,0.641139,0.025122,0.595956,0.616397,0.019016,0.593825,0.614,0.014605,0.536299,0.616834,0.006852,0.503974,0.624426,6.4e-05,0.475492,0.631607,-0.004802,0.598292,0.619419,-0.002104,0.528077,0.666967,-0.011906,0.518333,0.715788,-0.016897,0.519694,0.753381,-0.020231,0.602952,0.640492,-0.017303,0.537307,0.68983,-0.024865,0.530059,0.737174,-0.026499,0.531763,0.771096,-0.027652,0.605891,0.670499,-0.03063,0.558252,0.70889,-0.034758,0.548933,0.736665,-0.035668,0.545238,0.759338,-0.036137
6,200,True,0.9952,0.9952,0.686671,0.755429,-0.0,0.65304,0.711235,0.025204,0.622199,0.672178,0.029942,0.602876,0.642808,0.026868,0.594808,0.617781,0.020754,0.593901,0.614396,0.015318,0.536167,0.617306,0.007996,0.503647,0.624779,0.001492,0.47509,0.631484,-0.003281,0.598366,0.619579,-0.001981,0.527788,0.667099,-0.011461,0.518104,0.716002,-0.016269,0.519885,0.753785,-0.019539,0.602977,0.64053,-0.017629,0.536959,0.689736,-0.024638,0.529929,0.737188,-0.026009,0.532029,0.771238,-0.027178,0.605893,0.67039,-0.031336,0.558106,0.709132,-0.035129,0.548795,0.737308,-0.035924,0.54515,0.760312,-0.036415
7,233,True,0.9948,0.9948,0.686418,0.755179,-0.0,0.652723,0.711227,0.025565,0.621871,0.672469,0.030617,0.60231,0.64418,0.027801,0.59404,0.620317,0.021963,0.593789,0.614379,0.016017,0.536338,0.616199,0.008834,0.504216,0.623559,0.002453,0.475942,0.630477,-0.002157,0.59839,0.619311,-0.001313,0.527869,0.66658,-0.010695,0.518218,0.715685,-0.015557,0.519949,0.753672,-0.018837,0.603039,0.640195,-0.016989,0.537149,0.689926,-0.023913,0.530461,0.73775,-0.025435,0.532708,0.771898,-0.026687,0.605856,0.670058,-0.030673,0.558002,0.7091,-0.034214,0.548733,0.737405,-0.03497,0.544972,0.760346,-0.035487
8,266,True,0.9952,0.9952,0.687084,0.755424,-0.0,0.656144,0.707523,0.025424,0.625254,0.668361,0.030536,0.605513,0.639941,0.027849,0.597283,0.616121,0.022114,0.594364,0.614241,0.015584,0.536618,0.61637,0.008526,0.504337,0.623837,0.002345,0.475929,0.630597,-0.0022,0.598365,0.61977,-0.001563,0.527755,0.667127,-0.010555,0.51832,0.71604,-0.014973,0.52016,0.753449,-0.018146,0.602666,0.641047,-0.017055,0.53702,0.690344,-0.023665,0.530805,0.737742,-0.024929,0.533278,0.771352,-0.026208,0.60561,0.671051,-0.030567,0.557967,0.709633,-0.034076,0.54879,0.737634,-0.034848,0.545076,0.760381,-0.035477
9,300,True,0.9953,0.9953,0.68671,0.756071,-0.0,0.654991,0.709394,0.025733,0.624431,0.669424,0.030839,0.605791,0.639574,0.02805,0.598827,0.614129,0.022241,0.594201,0.614336,0.015768,0.537035,0.615473,0.008771,0.505039,0.622941,0.002674,0.476756,0.63019,-0.001786,0.598442,0.619797,-0.001657,0.528284,0.666994,-0.010754,0.518634,0.716018,-0.015404,0.520096,0.753486,-0.018683,0.602949,0.641116,-0.017387,0.537608,0.690639,-0.024097,0.530953,0.738261,-0.025576,0.532886,0.772058,-0.026932,0.605887,0.671284,-0.031087,0.558136,0.709918,-0.034428,0.548521,0.737706,-0.035165,0.544304,0.760179,-0.035771
